id,category,label,parent_label,parent_ID,depth,degree
7001,Baby & Toddler > Diapering > Diaper Pail Accessories,Diaper Pail Accessories,Diapering,548,3,0
550,Baby & Toddler > Diapering > Diaper Pails,Diaper Pails,Diapering,548,3,0
2949,Baby & Toddler > Diapering > Diaper Rash Treatments,Diaper Rash Treatments,Diapering,548,3,0
6971,Baby & Toddler > Diapering > Diaper Wet Bags,Diaper Wet Bags,Diapering,548,3,0
551,Baby & Toddler > Diapering > Diapers,Diapers,Diapering,548,3,0
561,Baby & Toddler > Nursing & Feeding,Nursing & Feeding,Baby & Toddler,537,2,15
562,Baby & Toddler > Nursing & Feeding > Baby & Toddler Food,Baby & Toddler Food,Nursing & Feeding,561,3,6
5721,Baby & Toddler > Nursing & Feeding > Baby & Toddler Food > Baby Cereal,Baby Cereal,Baby & Toddler Food,562,4,0
5718,Baby & Toddler > Nursing & Feeding > Baby & Toddler Food > Baby Drinks,Baby Drinks,Baby & Toddler Food,562,4,0
5719,Baby & Toddler > Nursing & Feeding > Baby & Toddler Food > Baby Food,Baby Food,Baby & Toddler Food,562,4,0
563,Baby & Toddler > Nursing & Feeding > Baby & Toddler Food > Baby Formula,Baby Formula,Baby & Toddler Food,562,4,0
5720,Baby & Toddler > Nursing & Feeding > Baby & Toddler Food > Baby Snacks,Baby Snacks,Baby & Toddler Food,562,4,0
8436,Baby & Toddler > Nursing & Feeding > Baby & Toddler Food > Toddler Nutrition Drinks & Shakes,Toddler Nutrition Drinks & Shakes,Baby & Toddler Food,562,4,0
5630,Baby & Toddler > Nursing & Feeding > Baby Bottle Nipples & Liners,Baby Bottle Nipples & Liners,Nursing & Feeding,561,3,2
543637,Baby & Toddler > Nursing & Feeding > Baby Bottle Nipples & Liners > Baby Bottle Liners,Baby Bottle Liners,Baby Bottle Nipples & Liners,5630,4,0
543636,Baby & Toddler > Nursing & Feeding > Baby Bottle Nipples & Liners > Baby Bottle Nipples,Baby Bottle Nipples,Baby Bottle Nipples & Liners,5630,4,0
564,Baby & Toddler > Nursing & Feeding > Baby Bottles,Baby Bottles,Nursing & Feeding,561,3,0
4768,Baby & Toddler > Nursing & Feeding > Baby Care Timers,Baby Care Timers,Nursing & Feeding,561,3,0
2125,Baby & Toddler > Nursing & Feeding > Bibs,Bibs,Nursing & Feeding,561,3,0
5296,Baby & Toddler > Nursing & Feeding > Bottle Warmers & Sterilizers,Bottle Warmers & Sterilizers,Nursing & Feeding,561,3,0
7234,Baby & Toddler > Nursing & Feeding > Breast Milk Storage Containers,Breast Milk Storage Containers,Nursing & Feeding,561,3,0
505366,Baby & Toddler > Nursing & Feeding > Breast Pump Accessories,Breast Pump Accessories,Nursing & Feeding,561,3,0
565,Baby & Toddler > Nursing & Feeding > Breast Pumps,Breast Pumps,Nursing & Feeding,561,3,0
5629,Baby & Toddler > Nursing & Feeding > Burp Cloths,Burp Cloths,Nursing & Feeding,561,3,0
5843,Baby & Toddler > Nursing & Feeding > Nursing Covers,Nursing Covers,Nursing & Feeding,561,3,0
503762,Baby & Toddler > Nursing & Feeding > Nursing Pads & Shields,Nursing Pads & Shields,Nursing & Feeding,561,3,0
8075,Baby & Toddler > Nursing & Feeding > Nursing Pillow Covers,Nursing Pillow Covers,Nursing & Feeding,561,3,0
5298,Baby & Toddler > Nursing & Feeding > Nursing Pillows,Nursing Pillows,Nursing & Feeding,561,3,0
6950,Baby & Toddler > Nursing & Feeding > Sippy Cups,Sippy Cups,Nursing & Feeding,561,3,0
6952,Baby & Toddler > Potty Training,Potty Training,Baby & Toddler,537,2,2
552,Baby & Toddler > Potty Training > Potty Seats,Potty Seats,Potty Training,6952,3,0
6953,Baby & Toddler > Potty Training > Potty Training Kits,Potty Training Kits,Potty Training,6952,3,0
6899,Baby & Toddler > Swaddling & Receiving Blankets,Swaddling & Receiving Blankets,Baby & Toddler,537,2,2
543664,Baby & Toddler > Swaddling & Receiving Blankets > Receiving Blankets,Receiving Blankets,Swaddling & Receiving Blankets,6899,3,0
543665,Baby & Toddler > Swaddling & Receiving Blankets > Swaddling Blankets,Swaddling Blankets,Swaddling & Receiving Blankets,6899,3,0
111,Business & Industrial,Business & Industrial,ROOT,-1,1,25
5863,Business & Industrial > Advertising & Marketing,Advertising & Marketing,Business & Industrial,111,2,3
5884,Business & Industrial > Advertising & Marketing > Brochures,Brochures,Advertising & Marketing,5863,3,0
5864,Business & Industrial > Advertising & Marketing > Trade Show Counters,Trade Show Counters,Advertising & Marketing,5863,3,0
5865,Business & Industrial > Advertising & Marketing > Trade Show Displays,Trade Show Displays,Advertising & Marketing,5863,3,0
112,Business & Industrial > Agriculture,Agriculture,Business & Industrial,111,2,1
6991,Business & Industrial > Agriculture > Animal Husbandry,Animal Husbandry,Agriculture,112,3,4
499997,Business & Industrial > Agriculture > Animal Husbandry > Egg Incubators,Egg Incubators,Animal Husbandry,6991,4,0
505821,Business & Industrial > Agriculture > Animal Husbandry > Livestock Feed,Livestock Feed,Animal Husbandry,6991,4,5
543545,Business & Industrial > Agriculture > Animal Husbandry > Livestock Feed > Cattle Feed,Cattle Feed,Livestock Feed,505821,5,0
543544,Business & Industrial > Agriculture > Animal Husbandry > Livestock Feed > Chicken Feed,Chicken Feed,Livestock Feed,505821,5,0
543547,Business & Industrial > Agriculture > Animal Husbandry > Livestock Feed > Goat & Sheep Feed,Goat & Sheep Feed,Livestock Feed,505821,5,0
543548,Business & Industrial > Agriculture > Animal Husbandry > Livestock Feed > Mixed Herd Feed,Mixed Herd Feed,Livestock Feed,505821,5,0
543546,Business & Industrial > Agriculture > Animal Husbandry > Livestock Feed > Pig Feed,Pig Feed,Livestock Feed,505821,5,0
6990,Business & Industrial > Agriculture > Animal Husbandry > Livestock Feeders & Waterers,Livestock Feeders & Waterers,Animal Husbandry,6991,4,0
499946,Business & Industrial > Agriculture > Animal Husbandry > Livestock Halters,Livestock Halters,Animal Husbandry,6991,4,0
7261,Business & Industrial > Automation Control Components,Automation Control Components,Business & Industrial,111,2,2
7263,Business & Industrial > Automation Control Components > Programmable Logic Controllers,Programmable Logic Controllers,Automation Control Components,7261,3,0
7262,Business & Industrial > Automation Control Components > Variable Frequency & Adjustable Speed Drives,Variable Frequency & Adjustable Speed Drives,Automation Control Components,7261,3,0
114,Business & Industrial > Construction,Construction,Business & Industrial,111,2,2
134,Business & Industrial > Construction > Surveying,Surveying,Construction,114,3,0
8278,Business & Industrial > Construction > Traffic Cones & Barrels,Traffic Cones & Barrels,Construction,114,3,0
7497,Business & Industrial > Dentistry,Dentistry,Business & Industrial,111,2,3
7500,Business & Industrial > Dentistry > Dental Cement,Dental Cement,Dentistry,7497,3,0
7499,Business & Industrial > Dentistry > Dental Tools,Dental Tools,Dentistry,7497,3,5
8490,Business & Industrial > Dentistry > Dental Tools > Dappen Dishes,Dappen Dishes,Dental Tools,7499,4,0
7498,Business & Industrial > Dentistry > Dental Tools > Dental Mirrors,Dental Mirrors,Dental Tools,7499,4,0
7531,Business & Industrial > Dentistry > Dental Tools > Dental Tool Sets,Dental Tool Sets,Dental Tools,7499,4,0
8121,Business & Industrial > Dentistry > Dental Tools > Prophy Cups,Prophy Cups,Dental Tools,7499,4,0
8120,Business & Industrial > Dentistry > Dental Tools > Prophy Heads,Prophy Heads,Dental Tools,7499,4,0
8130,Business & Industrial > Dentistry > Prophy Paste,Prophy Paste,Dentistry,7497,3,0
2155,Business & Industrial > Film & Television,Film & Television,Business & Industrial,111,2,0
1813,Business & Industrial > Finance & Insurance,Finance & Insurance,Business & Industrial,111,2,1
7565,Business & Industrial > Finance & Insurance > Bullion,Bullion,Finance & Insurance,1813,3,0
135,Business & Industrial > Food Service,Food Service,Business & Industrial,111,2,17
7303,Business & Industrial > Food Service > Bakery Boxes,Bakery Boxes,Food Service,135,3,0
4217,Business & Industrial > Food Service > Bus Tubs,Bus Tubs,Food Service,135,3,0
8532,Business & Industrial > Food Service > Check Presenters,Check Presenters,Food Service,135,3,0
5102,Business & Industrial > Food Service > Concession Food Containers,Concession Food Containers,Food Service,135,3,0
8059,Business & Industrial > Food Service > Disposable Lids,Disposable Lids,Food Service,135,3,0
7088,Business & Industrial > Food Service > Disposable Serveware,Disposable Serveware,Food Service,135,3,1
7089,Business & Industrial > Food Service > Disposable Serveware > Disposable Serving Trays,Disposable Serving Trays,Disposable Serveware,7088,4,0
4632,Business & Industrial > Food Service > Disposable Tableware,Disposable Tableware,Food Service,135,3,4
5098,Business & Industrial > Food Service > Disposable Tableware > Disposable Bowls,Disposable Bowls,Disposable Tableware,4632,4,0
5099,Business & Industrial > Food Service > Disposable Tableware > Disposable Cups,Disposable Cups,Disposable Tableware,4632,4,0
5100,Business & Industrial > Food Service > Disposable Tableware > Disposable Cutlery,Disposable Cutlery,Disposable Tableware,4632,4,0
5101,Business & Industrial > Food Service > Disposable Tableware > Disposable Plates,Disposable Plates,Disposable Tableware,4632,4,0
4096,Business & Industrial > Food Service > Food Service Baskets,Food Service Baskets,Food Service,135,3,0
4742,Business & Industrial > Food Service > Food Service Carts,Food Service Carts,Food Service,135,3,0
6786,Business & Industrial > Food Service > Food Washers & Dryers,Food Washers & Dryers,Food Service,135,3,0
6517,Business & Industrial > Food Service > Hot Dog Rollers,Hot Dog Rollers,Food Service,135,3,0
7353,Business & Industrial > Food Service > Ice Bins,Ice Bins,Food Service,135,3,0
5104,Business & Industrial > Food Service > Plate & Dish Warmers,Plate & Dish Warmers,Food Service,135,3,0
8533,Business & Industrial > Food Service > Sneeze Guards,Sneeze Guards,Food Service,135,3,0
5097,Business & Industrial > Food Service > Take-Out Containers,Take-Out Containers,Food Service,135,3,0
7553,Business & Industrial > Food Service > Tilt Skillets,Tilt Skillets,Food Service,135,3,0
137,Business & Industrial > Food Service > Vending Machines,Vending Machines,Food Service,135,3,0
1827,Business & Industrial > Forestry & Logging,Forestry & Logging,Business & Industrial,111,2,0
7240,Business & Industrial > Hairdressing & Cosmetology,Hairdressing & Cosmetology,Business & Industrial,111,2,3
505670,Business & Industrial > Hairdressing & Cosmetology > Hairdressing Capes & Neck Covers,Hairdressing Capes & Neck Covers,Hairdressing & Cosmetology,7240,3,0
7242,Business & Industrial > Hairdressing & Cosmetology > Pedicure Chairs,Pedicure Chairs,Hairdressing & Cosmetology,7240,3,0
7241,Business & Industrial > Hairdressing & Cosmetology > Salon Chairs,Salon Chairs,Hairdressing & Cosmetology,7240,3,0
1795,Business & Industrial > Heavy Machinery,Heavy Machinery,Business & Industrial,111,2,1
2072,Business & Industrial > Heavy Machinery > Chippers,Chippers,Heavy Machinery,1795,3,0
1475,Business & Industrial > Hotel & Hospitality,Hotel & Hospitality,Business & Industrial,111,2,0
5830,Business & Industrial > Industrial Storage,Industrial Storage,Business & Industrial,111,2,4
5832,Business & Industrial > Industrial Storage > Industrial Cabinets,Industrial Cabinets,Industrial Storage,5830,3,0
5833,Business & Industrial > Industrial Storage > Industrial Shelving,Industrial Shelving,Industrial Storage,5830,3,0
5831,Business & Industrial > Industrial Storage > Shipping Containers,Shipping Containers,Industrial Storage,5830,3,0
8274,"Business & Industrial > Industrial Storage > Wire Partitions, Enclosures & Doors","Wire Partitions, Enclosures & Doors",Industrial Storage,5830,3,0
8025,Business & Industrial > Industrial Storage Accessories,Industrial Storage Accessories,Business & Industrial,111,2,0
500086,Business & Industrial > Janitorial Carts & Caddies,Janitorial Carts & Caddies,Business & Industrial,111,2,0
1556,Business & Industrial > Law Enforcement,Law Enforcement,Business & Industrial,111,2,2
1906,Business & Industrial > Law Enforcement > Cuffs,Cuffs,Law Enforcement,1556,3,0
361,Business & Industrial > Law Enforcement > Metal Detectors,Metal Detectors,Law Enforcement,1556,3,0
1470,Business & Industrial > Manufacturing,Manufacturing,Business & Industrial,111,2,0
6987,Business & Industrial > Material Handling,Material Handling,Business & Industrial,111,2,3
6988,Business & Industrial > Material Handling > Conveyors,Conveyors,Material Handling,6987,3,0
131,Business & Industrial > Material Handling > Lifts & Hoists,Lifts & Hoists,Material Handling,6987,3,5
503768,"Business & Industrial > Material Handling > Lifts & Hoists > Hoists, Cranes & Trolleys","Hoists, Cranes & Trolleys",Lifts & Hoists,131,4,0
503771,Business & Industrial > Material Handling > Lifts & Hoists > Jacks & Lift Trucks,Jacks & Lift Trucks,Lifts & Hoists,131,4,0
503767,Business & Industrial > Material Handling > Lifts & Hoists > Personnel Lifts,Personnel Lifts,Lifts & Hoists,131,4,0
503769,"Business & Industrial > Material Handling > Lifts & Hoists > Pulleys, Blocks & Sheaves","Pulleys, Blocks & Sheaves",Lifts & Hoists,131,4,0
503772,Business & Industrial > Material Handling > Lifts & Hoists > Winches,Winches,Lifts & Hoists,131,4,0
503011,Business & Industrial > Material Handling > Pallets & Loading Platforms,Pallets & Loading Platforms,Material Handling,6987,3,0
2496,Business & Industrial > Medical,Medical,Business & Industrial,111,2,11
6275,Business & Industrial > Medical > Hospital Curtains,Hospital Curtains,Medical,2496,3,0
1898,Business & Industrial > Medical > Hospital Gowns,Hospital Gowns,Medical,2496,3,0
6303,Business & Industrial > Medical > Medical Bedding,Medical Bedding,Medical,2496,3,0
3477,Business & Industrial > Medical > Medical Equipment,Medical Equipment,Medical,2496,3,9
3230,Business & Industrial > Medical > Medical Equipment > Automated External Defibrillators,Automated External Defibrillators,Medical Equipment,3477,4,0
503006,Business & Industrial > Medical > Medical Equipment > Gait Belts,Gait Belts,Medical Equipment,3477,4,0
6972,Business & Industrial > Medical > Medical Equipment > Medical Reflex Hammers & Tuning Forks,Medical Reflex Hammers & Tuning Forks,Medical Equipment,3477,4,0
499858,Business & Industrial > Medical > Medical Equipment > Medical Stretchers & Gurneys,Medical Stretchers & Gurneys,Medical Equipment,3477,4,0
4245,Business & Industrial > Medical > Medical Equipment > Otoscopes & Ophthalmoscopes,Otoscopes & Ophthalmoscopes,Medical Equipment,3477,4,0
7522,Business & Industrial > Medical > Medical Equipment > Patient Lifts,Patient Lifts,Medical Equipment,3477,4,0
4364,Business & Industrial > Medical > Medical Equipment > Stethoscopes,Stethoscopes,Medical Equipment,3477,4,0
6714,Business & Industrial > Medical > Medical Equipment > Vital Signs Monitor Accessories,Vital Signs Monitor Accessories,Medical Equipment,3477,4,0
6280,Business & Industrial > Medical > Medical Equipment > Vital Signs Monitors,Vital Signs Monitors,Medical Equipment,3477,4,0
5167,Business & Industrial > Medical > Medical Furniture,Medical Furniture,Medical,2496,3,6
5168,Business & Industrial > Medical > Medical Furniture > Chiropractic Tables,Chiropractic Tables,Medical Furniture,5167,4,0
5169,Business & Industrial > Medical > Medical Furniture > Examination Chairs & Tables,Examination Chairs & Tables,Medical Furniture,5167,4,0
4435,Business & Industrial > Medical > Medical Furniture > Homecare & Hospital Beds,Homecare & Hospital Beds,Medical Furniture,5167,4,0
5170,Business & Industrial > Medical > Medical Furniture > Medical Cabinets,Medical Cabinets,Medical Furniture,5167,4,0
5171,Business & Industrial > Medical > Medical Furniture > Medical Carts,Medical Carts,Medical Furniture,5167,4,2
5173,Business & Industrial > Medical > Medical Furniture > Medical Carts > Crash Carts,Crash Carts,Medical Carts,5171,5,0
5174,Business & Industrial > Medical > Medical Furniture > Medical Carts > IV Poles & Carts,IV Poles & Carts,Medical Carts,5171,5,0
5172,Business & Industrial > Medical > Medical Furniture > Surgical Tables,Surgical Tables,Medical Furniture,5167,4,0
230913,Business & Industrial > Medical > Medical Instruments,Medical Instruments,Medical,2496,3,4
6281,Business & Industrial > Medical > Medical Instruments > Medical Forceps,Medical Forceps,Medical Instruments,230913,4,0
232166,Business & Industrial > Medical > Medical Instruments > Scalpel Blades,Scalpel Blades,Medical Instruments,230913,4,0
8026,Business & Industrial > Medical > Medical Instruments > Scalpels,Scalpels,Medical Instruments,230913,4,0
499935,Business & Industrial > Medical > Medical Instruments > Surgical Needles & Sutures,Surgical Needles & Sutures,Medical Instruments,230913,4,0
2907,Business & Industrial > Medical > Medical Supplies,Medical Supplies,Medical,2496,3,5
511,Business & Industrial > Medical > Medical Supplies > Disposable Gloves,Disposable Gloves,Medical Supplies,2907,4,0
7063,Business & Industrial > Medical > Medical Supplies > Finger Cots,Finger Cots,Medical Supplies,2907,4,0
499696,Business & Industrial > Medical > Medical Supplies > Medical Needles & Syringes,Medical Needles & Syringes,Medical Supplies,2907,4,3
543672,Business & Industrial > Medical > Medical Supplies > Medical Needles & Syringes > Medical Needle & Syringe Sets,Medical Needle & Syringe Sets,Medical Needles & Syringes,499696,5,0
543670,Business & Industrial > Medical > Medical Supplies > Medical Needles & Syringes > Medical Needles,Medical Needles,Medical Needles & Syringes,499696,5,0
543671,Business & Industrial > Medical > Medical Supplies > Medical Needles & Syringes > Medical Syringes,Medical Syringes,Medical Needles & Syringes,499696,5,0
505828,Business & Industrial > Medical > Medical Supplies > Ostomy Supplies,Ostomy Supplies,Medical Supplies,2907,4,0
7324,Business & Industrial > Medical > Medical Supplies > Tongue Depressors,Tongue Depressors,Medical Supplies,2907,4,0
6490,Business & Industrial > Medical > Medical Teaching Equipment,Medical Teaching Equipment,Medical,2496,3,1
6491,Business & Industrial > Medical > Medical Teaching Equipment > Medical & Emergency Response Training Mannequins,Medical & Emergency Response Training Mannequins,Medical Teaching Equipment,6490,4,0
5602,Business & Industrial > Medical > Scrub Caps,Scrub Caps,Medical,2496,3,0
2928,Business & Industrial > Medical > Scrubs,Scrubs,Medical,2496,3,0
1645,Business & Industrial > Medical > Surgical Gowns,Surgical Gowns,Medical,2496,3,0
2187,Business & Industrial > Mining & Quarrying,Mining & Quarrying,Business & Industrial,111,2,0
4285,Business & Industrial > Piercing & Tattooing,Piercing & Tattooing,Business & Industrial,111,2,2
4350,Business & Industrial > Piercing & Tattooing > Piercing Supplies,Piercing Supplies,Piercing & Tattooing,4285,3,1
4122,Business & Industrial > Piercing & Tattooing > Piercing Supplies > Piercing Needles,Piercing Needles,Piercing Supplies,4350,4,0
4326,Business & Industrial > Piercing & Tattooing > Tattooing Supplies,Tattooing Supplies,Piercing & Tattooing,4285,3,4
5853,Business & Industrial > Piercing & Tattooing > Tattooing Supplies > Tattoo Cover-Ups,Tattoo Cover-Ups,Tattooing Supplies,4326,4,0
4215,Business & Industrial > Piercing & Tattooing > Tattooing Supplies > Tattooing Inks,Tattooing Inks,Tattooing Supplies,4326,4,0
4379,Business & Industrial > Piercing & Tattooing > Tattooing Supplies > Tattooing Machines,Tattooing Machines,Tattooing Supplies,4326,4,0
4072,Business & Industrial > Piercing & Tattooing > Tattooing Supplies > Tattooing Needles,Tattooing Needles,Tattooing Supplies,4326,4,0
138,Business & Industrial > Retail,Retail,Business & Industrial,111,2,8
4244,Business & Industrial > Retail > Clothing Display Racks,Clothing Display Racks,Retail,138,3,0
3803,Business & Industrial > Retail > Display Mannequins,Display Mannequins,Retail,138,3,0
7128,Business & Industrial > Retail > Mannequin Parts,Mannequin Parts,Retail,138,3,0
4181,Business & Industrial > Retail > Money Handling,Money Handling,Retail,138,3,7
4290,Business & Industrial > Retail > Money Handling > Banknote Verifiers,Banknote Verifiers,Money Handling,4181,4,0
505825,Business & Industrial > Retail > Money Handling > Cash Register & POS Terminal Accessories,Cash Register & POS Terminal Accessories,Money Handling,4181,4,3
4283,Business & Industrial > Retail > Money Handling > Cash Register & POS Terminal Accessories > Cash Drawers & Trays,Cash Drawers & Trays,Cash Register & POS Terminal Accessories,505825,5,0
505808,Business & Industrial > Retail > Money Handling > Cash Register & POS Terminal Accessories > Credit Card Terminals,Credit Card Terminals,Cash Register & POS Terminal Accessories,505825,5,0
5310,Business & Industrial > Retail > Money Handling > Cash Register & POS Terminal Accessories > Signature Capture Pads,Signature Capture Pads,Cash Register & POS Terminal Accessories,505825,5,0
505824,Business & Industrial > Retail > Money Handling > Cash Registers & POS Terminals,Cash Registers & POS Terminals,Money Handling,4181,4,2
543647,Business & Industrial > Retail > Money Handling > Cash Registers & POS Terminals > Cash Registers,Cash Registers,Cash Registers & POS Terminals,505824,5,0
543648,Business & Industrial > Retail > Money Handling > Cash Registers & POS Terminals > POS Terminals,POS Terminals,Cash Registers & POS Terminals,505824,5,0
4151,Business & Industrial > Retail > Money Handling > Coin & Bill Counters,Coin & Bill Counters,Money Handling,4181,4,0
3273,Business & Industrial > Retail > Money Handling > Money Changers,Money Changers,Money Handling,4181,4,0
4329,Business & Industrial > Retail > Money Handling > Money Deposit Bags,Money Deposit Bags,Money Handling,4181,4,0
4055,Business & Industrial > Retail > Money Handling > Paper Coin Wrappers & Bill Straps,Paper Coin Wrappers & Bill Straps,Money Handling,4181,4,0
1837,Business & Industrial > Retail > Paper & Plastic Shopping Bags,Paper & Plastic Shopping Bags,Retail,138,3,0
4127,Business & Industrial > Retail > Pricing Guns,Pricing Guns,Retail,138,3,0
4160,Business & Industrial > Retail > Retail Display Cases,Retail Display Cases,Retail,138,3,0
499897,Business & Industrial > Retail > Retail Display Props & Models,Retail Display Props & Models,Retail,138,3,0
1624,Business & Industrial > Science & Laboratory,Science & Laboratory,Business & Industrial,111,2,6
6975,Business & Industrial > Science & Laboratory > Biochemicals,Biochemicals,Science & Laboratory,1624,3,0
7325,Business & Industrial > Science & Laboratory > Dissection Kits,Dissection Kits,Science & Laboratory,1624,3,0
3002,Business & Industrial > Science & Laboratory > Laboratory Chemicals,Laboratory Chemicals,Science & Laboratory,1624,3,0
4335,Business & Industrial > Science & Laboratory > Laboratory Equipment,Laboratory Equipment,Science & Laboratory,1624,3,14
4116,Business & Industrial > Science & Laboratory > Laboratory Equipment > Autoclaves,Autoclaves,Laboratory Equipment,4335,4,0
4336,Business & Industrial > Science & Laboratory > Laboratory Equipment > Centrifuges,Centrifuges,Laboratory Equipment,4335,4,0
7218,Business & Industrial > Science & Laboratory > Laboratory Equipment > Dry Ice Makers,Dry Ice Makers,Laboratory Equipment,4335,4,0
500057,Business & Industrial > Science & Laboratory > Laboratory Equipment > Freeze-Drying Machines,Freeze-Drying Machines,Laboratory Equipment,4335,4,0
4474,Business & Industrial > Science & Laboratory > Laboratory Equipment > Laboratory Blenders,Laboratory Blenders,Laboratory Equipment,4335,4,0
500114,Business & Industrial > Science & Laboratory > Laboratory Equipment > Laboratory Freezers,Laboratory Freezers,Laboratory Equipment,4335,4,0
503722,Business & Industrial > Science & Laboratory > Laboratory Equipment > Laboratory Funnels,Laboratory Funnels,Laboratory Equipment,4335,4,0
4133,Business & Industrial > Science & Laboratory > Laboratory Equipment > Laboratory Hot Plates,Laboratory Hot Plates,Laboratory Equipment,4335,4,0
4231,Business & Industrial > Science & Laboratory > Laboratory Equipment > Laboratory Ovens,Laboratory Ovens,Laboratory Equipment,4335,4,0
4555,Business & Industrial > Science & Laboratory > Laboratory Equipment > Microscope Accessories,Microscope Accessories,Laboratory Equipment,4335,4,5
4557,Business & Industrial > Science & Laboratory > Laboratory Equipment > Microscope Accessories > Microscope Cameras,Microscope Cameras,Microscope Accessories,4555,5,0
4556,Business & Industrial > Science & Laboratory > Laboratory Equipment > Microscope Accessories > Microscope Eyepieces & Adapters,Microscope Eyepieces & Adapters,Microscope Accessories,4555,5,0
4665,Business & Industrial > Science & Laboratory > Laboratory Equipment > Microscope Accessories > Microscope Objective Lenses,Microscope Objective Lenses,Microscope Accessories,4555,5,0
4664,Business & Industrial > Science & Laboratory > Laboratory Equipment > Microscope Accessories > Microscope Replacement Bulbs,Microscope Replacement Bulbs,Microscope Accessories,4555,5,0
4558,Business & Industrial > Science & Laboratory > Laboratory Equipment > Microscope Accessories > Microscope Slides,Microscope Slides,Microscope Accessories,4555,5,0
158,Business & Industrial > Science & Laboratory > Laboratory Equipment > Microscopes,Microscopes,Laboratory Equipment,4335,4,0
7437,Business & Industrial > Science & Laboratory > Laboratory Equipment > Microtomes,Microtomes,Laboratory Equipment,4335,4,0
7468,Business & Industrial > Science & Laboratory > Laboratory Equipment > Spectrometer Accessories,Spectrometer Accessories,Laboratory Equipment,4335,4,0
7393,Business & Industrial > Science & Laboratory > Laboratory Equipment > Spectrometers,Spectrometers,Laboratory Equipment,4335,4,0
8119,Business & Industrial > Science & Laboratory > Laboratory Specimens,Laboratory Specimens,Science & Laboratory,1624,3,0
4255,Business & Industrial > Science & Laboratory > Laboratory Supplies,Laboratory Supplies,Science & Laboratory,1624,3,8
4310,Business & Industrial > Science & Laboratory > Laboratory Supplies > Beakers,Beakers,Laboratory Supplies,4255,4,0
4061,Business & Industrial > Science & Laboratory > Laboratory Supplies > Graduated Cylinders,Graduated Cylinders,Laboratory Supplies,4255,4,0
4036,Business & Industrial > Science & Laboratory > Laboratory Supplies > Laboratory Flasks,Laboratory Flasks,Laboratory Supplies,4255,4,0
4276,Business & Industrial > Science & Laboratory > Laboratory Supplies > Petri Dishes,Petri Dishes,Laboratory Supplies,4255,4,0
4075,Business & Industrial > Science & Laboratory > Laboratory Supplies > Pipettes,Pipettes,Laboratory Supplies,4255,4,0
4155,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tube Racks,Test Tube Racks,Laboratory Supplies,4255,4,0
4306,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes,Test Tubes,Laboratory Supplies,4255,4,0
4140,Business & Industrial > Science & Laboratory > Laboratory Supplies > Wash Bottles,Wash Bottles,Laboratory Supplies,4255,4,0
976,Business & Industrial > Signage,Signage,Business & Industrial,111,2,13
7322,Business & Industrial > Signage > Business Hour Signs,Business Hour Signs,Signage,976,3,0
8155,Business & Industrial > Signage > Digital Signs,Digital Signs,Signage,976,3,0
4297,Business & Industrial > Signage > Electric Signs,Electric Signs,Signage,976,3,2
4131,Business & Industrial > Signage > Electric Signs > LED Signs,LED Signs,Electric Signs,4297,4,0
4070,Business & Industrial > Signage > Electric Signs > Neon Signs,Neon Signs,Electric Signs,4297,4,0
5894,Business & Industrial > Signage > Emergency & Exit Signs,Emergency & Exit Signs,Signage,976,3,0
5897,Business & Industrial > Signage > Facility Identification Signs,Facility Identification Signs,Signage,976,3,0
7323,Business & Industrial > Signage > Open & Closed Signs,Open & Closed Signs,Signage,976,3,0
5896,Business & Industrial > Signage > Parking Signs & Permits,Parking Signs & Permits,Signage,976,3,0
5900,Business & Industrial > Signage > Policy Signs,Policy Signs,Signage,976,3,0
5898,Business & Industrial > Signage > Retail & Sale Signs,Retail & Sale Signs,Signage,976,3,0
5895,Business & Industrial > Signage > Road & Traffic Signs,Road & Traffic Signs,Signage,976,3,0
5892,Business & Industrial > Signage > Safety & Warning Signs,Safety & Warning Signs,Signage,976,3,0
5893,Business & Industrial > Signage > Security Signs,Security Signs,Signage,976,3,0
5899,Business & Industrial > Signage > Sidewalk & Yard Signs,Sidewalk & Yard Signs,Signage,976,3,0
2047,Business & Industrial > Work Safety Protective Gear,Work Safety Protective Gear,Business & Industrial,111,2,12
2389,Business & Industrial > Work Safety Protective Gear > Bullet Proof Vests,Bullet Proof Vests,Work Safety Protective Gear,2047,3,0
8269,Business & Industrial > Work Safety Protective Gear > Gas Mask & Respirator Accessories,Gas Mask & Respirator Accessories,Work Safety Protective Gear,2047,3,0
2723,Business & Industrial > Work Safety Protective Gear > Hardhats,Hardhats,Work Safety Protective Gear,2047,3,0
2808,Business & Industrial > Work Safety Protective Gear > Hazardous Material Suits,Hazardous Material Suits,Work Safety Protective Gear,2047,3,0
6764,Business & Industrial > Work Safety Protective Gear > Protective Aprons,Protective Aprons,Work Safety Protective Gear,2047,3,0
2227,Business & Industrial > Work Safety Protective Gear > Protective Eyewear,Protective Eyewear,Work Safety Protective Gear,2047,3,0
503724,Business & Industrial > Work Safety Protective Gear > Protective Masks,Protective Masks,Work Safety Protective Gear,2047,3,4
7407,Business & Industrial > Work Safety Protective Gear > Protective Masks > Dust Masks,Dust Masks,Protective Masks,503724,4,0
